name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,29/08/2016,27,21,23.6,28.5,21,23.7,20.1,81.5,0.232,100,4.17,rain,0,0,38.5,18.4,263.7,1011.6,78.3,8.4,199.1,17.3,8,,2016-08-29T06:08:25,2016-08-29T18:32:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/08/2016,27,21.6,23.9,28.4,21.6,24,20.7,83.2,2.92,100,4.17,rain,0,0,39.6,17.4,276.9,1010.3,81.5,7.2,157.2,13.6,7,,2016-08-30T06:08:27,2016-08-30T18:31:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/08/2016,25.9,21,22.7,25.9,21,22.7,20.5,88.3,31.363,100,20.83,rain,0,0,33.8,18.5,263.4,1011.1,90.7,7.6,135.7,11.7,5,,2016-08-31T06:08:29,2016-08-31T18:31:07,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/09/2016,26.8,20,23,28,20,23,20,84,2.8,100,4.17,rain,0,0,38.9,21.8,258.4,1012.6,82.1,7.8,179.9,15.6,7,,2016-09-01T06:08:31,2016-09-01T18:30:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/09/2016,27,20.9,23.1,28.1,20.9,23.2,19.6,81.3,1.1,100,12.5,rain,0,0,36.7,22.3,255.4,1013,72.3,8.1,186.8,16,6,,2016-09-02T06:08:32,2016-09-02T18:29:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/09/2016,27.9,20.7,23.7,29.2,20.7,23.9,19.5,78.4,0.3,100,12.5,rain,0,0,36.7,22.2,259.4,1012.8,60,8.4,139.6,11.9,5,,2016-09-03T06:08:33,2016-09-03T18:29:07,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/09/2016,26.9,19,22.5,28.1,19,22.6,19.5,83.9,0.792,100,8.33,rain,0,0,183.6,22.5,268.5,1014.6,71.1,8.1,173.1,14.9,6,,2016-09-04T06:08:35,2016-09-04T18:28:26,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/09/2016,27,19,22.7,27.9,19,22.8,18.4,78.2,0.008,100,4.17,rain,0,0,41.4,24.1,265.7,1015,65.4,8.2,201.5,17.3,6,,2016-09-05T06:08:36,2016-09-05T18:27:45,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/09/2016,27,19,22.5,27.7,19,22.5,18.6,79.7,0.368,100,4.17,rain,0,0,42.5,22,262.8,1015.3,63.9,8,193.1,16.7,8,,2016-09-06T06:08:36,2016-09-06T18:27:04,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/09/2016,28,18,23,28.2,18,23.1,17.1,71.9,0.2,100,8.33,rain,0,0,42.5,18.5,277.6,1014.4,55.1,8.6,211.6,18.3,8,,2016-09-07T06:08:37,2016-09-07T18:26:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/09/2016,28,18.9,23.7,28.5,18.9,23.8,17.4,70.2,0,0,0,,0,0,36.7,18.6,274.7,1013.7,56.7,8.3,231.1,19.9,9,,2016-09-08T06:08:38,2016-09-08T18:25:41,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/09/2016,29,20,24.3,29.8,20,24.5,18.5,71.9,0.08,100,4.17,rain,0,0,31.3,18.2,281.5,1013.9,52.3,8,242.8,20.8,8,,2016-09-09T06:08:38,2016-09-09T18:24:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/09/2016,29,21,24.6,30.7,21,25,19.4,75.1,12.881,100,12.5,rain,0,0,51.8,18.2,281.9,1013.2,65.4,8,250.6,21.6,9,,2016-09-10T06:08:38,2016-09-10T18:24:16,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/09/2016,27,20,23.3,27.7,20,23.3,18.5,76,0,0,0,,0,0,40.3,18.3,282.4,1012.5,76,8.6,201.6,17.2,8,,2016-09-11T06:08:39,2016-09-11T18:23:34,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/09/2016,25.9,20.7,23,25.9,20.7,23,18.7,77.5,1.04,100,8.33,rain,0,0,38.5,18.5,284.1,1011.9,71.4,8.2,202.6,17.5,7,,2016-09-12T06:08:39,2016-09-12T18:22:52,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/09/2016,27,20.9,23.8,27.9,20.9,24,19.1,76.4,1.2,100,37.5,rain,0,0,37.1,18.5,279.2,1012.2,72.8,8.2,165.1,14.5,7,,2016-09-13T06:08:39,2016-09-13T18:22:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/09/2016,28.9,21,23.6,29.8,21,23.8,19.4,79.1,0.564,100,8.33,rain,0,0,44.6,25.6,277.5,1011.8,72,7.9,164.9,14.2,6,,2016-09-14T06:08:39,2016-09-14T18:21:26,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/09/2016,28,20.7,23.2,29.2,20.7,23.3,19.6,82.1,5.961,100,12.5,rain,0,0,48.2,29,271,1011.3,71.9,7.9,209.5,18.1,8,,2016-09-15T06:08:39,2016-09-15T18:20:44,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/09/2016,27,20.4,23.3,28.2,20.4,23.4,19.3,79.3,1.3,100,33.33,rain,0,0,45.7,27.5,254.6,1011.6,78.1,8.3,179.7,15.5,8,,2016-09-16T06:08:39,2016-09-16T18:20:01,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/09/2016,27,20.7,23.5,28.2,20.7,23.6,18.7,75.7,0,0,0,,0,0,179.6,27.6,252,1011.8,71.8,8.4,199.9,17.4,7,,2016-09-17T06:08:39,2016-09-17T18:19:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/09/2016,28.9,19,23.8,29.4,19,24,17.6,70.5,0.4,100,8.33,rain,0,0,43.9,24.1,258.6,1013.4,59.8,8.4,211.3,18.2,8,,2016-09-18T06:08:39,2016-09-18T18:18:35,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/09/2016,29,19,24.2,32.2,19,24.4,17.8,70.1,0,0,0,,0,0,46.4,31.3,275.4,1013.4,54.1,8.1,200,17.3,7,,2016-09-19T06:08:39,2016-09-19T18:17:52,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/09/2016,27.9,20,23.4,28.4,20,23.5,17.7,72.1,0.3,100,8.33,rain,0,0,43.2,27.2,276.5,1012.5,63.9,8.2,175.6,15.2,6,,2016-09-20T06:08:39,2016-09-20T18:17:09,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/09/2016,26.9,20.9,23,27.6,20.9,23.1,19.1,79.6,0.184,100,4.17,rain,0,0,45,24.1,290.4,1012.4,75.9,8.2,135.5,11.7,5,,2016-09-21T06:08:40,2016-09-21T18:16:27,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/09/2016,28,20,23.2,28.9,20,23.3,18.7,77.6,0.4,100,4.17,rain,0,0,52.9,27.4,278.1,1012.6,84.3,7.9,178.5,15.4,7,,2016-09-22T06:08:40,2016-09-22T18:15:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/09/2016,25,20.7,22.4,25,20.7,22.4,19.2,82.7,0.816,100,4.17,rain,0,0,51.5,31.7,269.2,1011.1,78.5,7.8,167.1,14.4,7,,2016-09-23T06:08:41,2016-09-23T18:15:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/09/2016,26,20,22.2,26,20,22.2,19.1,83.8,3.152,100,12.5,rain,0,0,51.8,26.1,256.4,1008,73.5,7.6,136.2,11.6,6,,2016-09-24T06:08:41,2016-09-24T18:14:19,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/09/2016,27,20,22.9,28.2,20,23,19.2,80.7,0.8,100,25,rain,0,0,49.3,22.4,257.3,1010.2,64.8,8,156.6,13.3,7,,2016-09-25T06:08:42,2016-09-25T18:13:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/09/2016,28,20.9,24.1,29.6,20.9,24.4,19.9,79,0,0,0,,0,0,37.4,18.3,264.5,1011.8,70.9,8.2,162.5,14,6,,2016-09-26T06:08:43,2016-09-26T18:12:54,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/09/2016,28.9,21,24.1,30.2,21,24.5,20.3,81,4.641,100,4.17,rain,0,0,32.4,23.7,274.7,1012.6,67.4,8,176.2,15.1,8,,2016-09-27T06:08:44,2016-09-27T18:12:12,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/09/2016,29.9,21,24.3,31.8,21,24.7,20.4,80.5,0.32,100,4.17,rain,0,0,30.2,14.6,275.6,1012,70.3,7.8,141.1,12.1,5,,2016-09-28T06:08:45,2016-09-28T18:11:31,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/09/2016,28,21.9,24.1,29.6,21.9,24.3,20.4,80.7,0.056,100,4.17,rain,0,0,50,16.2,264.8,1011.2,80.3,7,212.5,18.4,8,,2016-09-29T06:08:47,2016-09-29T18:10:49,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/09/2016,28.9,21,24.4,29.9,21,24.6,19.3,75,0.5,100,16.67,rain,0,0,36,22,272.1,1010.8,60.2,7.5,230.3,19.8,8,,2016-09-30T06:08:48,2016-09-30T18:10:08,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/10/2016,27.9,20,23.4,28.4,20,23.6,17.9,73,0,0,0,,0,0,174.2,18.4,264.8,1011.8,57.8,8.1,169.1,14.7,7,,2016-10-01T06:08:50,2016-10-01T18:09:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/10/2016,29.2,18.5,23.2,29.4,18.5,23.3,17.3,71.7,0,0,0,,0,0,26.6,14.7,249.2,1013.5,41.1,7.2,256.5,22.2,9,,2016-10-02T06:08:52,2016-10-02T18:08:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/10/2016,30.9,19,24.8,31.3,19,25,17.9,68.6,0,0,0,,0,0,20.2,11.1,245.5,1013.1,33.6,7.1,259.2,22.4,9,,2016-10-03T06:08:55,2016-10-03T18:08:06,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/10/2016,30,21,25.2,30,21,25.3,17.9,66.3,0.4,100,12.5,rain,0,0,27,18.2,263.5,1013.3,48.4,8.2,237,20.5,9,,2016-10-04T06:08:58,2016-10-04T18:07:26,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/10/2016,30,20,25,29.9,20,25,17.2,64.8,0,0,0,,0,0,31,18.1,272.2,1013.4,51.2,8,264.6,22.9,9,,2016-10-05T06:09:01,2016-10-05T18:06:47,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/10/2016,30.7,19.9,25,30.4,19.9,25,16.5,62.1,0,0,0,,0,0,29.9,17.9,283,1013.4,39.5,8.2,236.8,20.4,9,,2016-10-06T06:09:04,2016-10-06T18:06:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/10/2016,29,19,24.4,29.1,19,24.5,16.1,61.9,0,0,0,,0,0,29.5,18.2,256.3,1013.6,40.2,7.8,268.1,23.3,10,,2016-10-07T06:09:08,2016-10-07T18:05:29,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/10/2016,29.9,19,24.7,29.9,19,24.7,17.5,67.3,0,0,0,,0,0,31.3,21.7,253.4,1013.9,43,8,260.3,22.5,9,,2016-10-08T06:09:12,2016-10-08T18:04:51,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/10/2016,29.9,19.9,24.2,30.3,19.9,24.4,18,70.5,0.936,100,4.17,rain,0,0,177.8,22.2,258,1014.2,47.9,8.1,225.7,19.4,8,,2016-10-09T06:09:17,2016-10-09T18:04:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/10/2016,28,19.9,24.1,28.9,19.9,24.3,18.3,71.7,0.4,100,16.67,rain,0,0,38.9,23.9,254.4,1013.8,57.5,7.9,162.2,14,6,,2016-10-10T06:09:22,2016-10-10T18:03:36,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/10/2016,30.1,20.3,24,31.1,20.3,24.3,19.4,77.7,7.433,100,8.33,rain,0,0,31.3,15,261.5,1013.6,75.5,8.1,230.6,19.9,8,,2016-10-11T06:09:27,2016-10-11T18:02:59,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/10/2016,28,20,23.9,29.6,20,24.3,20.1,80.5,0.412,100,4.17,rain,0,0,23,12.5,243.1,1013.4,72.2,8.1,162.7,13.9,8,,2016-10-12T06:09:33,2016-10-12T18:02:23,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/10/2016,27.1,19.5,23.6,28.2,19.5,23.8,19,77.4,0.8,100,16.67,rain,0,0,29.2,10.3,155.9,1013.8,79.8,7.1,182.7,15.7,7,,2016-10-13T06:09:39,2016-10-13T18:01:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/10/2016,29,21,24.9,29.1,21,24.9,17.1,64.8,0.3,100,8.33,rain,0,0,25.6,18.1,78.4,1014,46,7.2,248.4,21.4,9,,2016-10-14T06:09:46,2016-10-14T18:01:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/10/2016,29.9,18,24,29.1,18,23.8,14.7,59.9,0,0,0,,0,0,23.8,14.5,49,1014.8,26.5,7.5,263.4,22.8,9,,2016-10-15T06:09:53,2016-10-15T18:00:38,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/10/2016,30,17,24,29,17,23.7,13.9,57.7,0,0,0,,0,0,22,11.2,26.6,1015.2,23.8,7.2,271.3,23.6,9,,2016-10-16T06:10:00,2016-10-16T18:00:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/10/2016,30,17,23.8,29.8,17,23.6,14.4,58.6,0,0,0,,0,0,21.2,12.7,345.6,1014.3,27.3,7.7,270.9,23.2,10,,2016-10-17T06:10:08,2016-10-17T17:59:32,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/10/2016,30.6,17,24.2,29.6,17,24,14.3,57.3,0,0,0,,0,0,27.7,14.6,23.4,1013.6,34,7.3,261.6,22.5,10,,2016-10-18T06:10:17,2016-10-18T17:59:00,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/10/2016,30.3,17.5,24.6,29.6,17.5,24.4,14.3,56.3,0,0,0,,0,0,25.6,103.9,18.5,1012.9,24.3,7.5,275,23.7,10,,2016-10-19T06:10:26,2016-10-19T17:58:28,0.61,Partially cloudy,Partly cloudy throughout the day.,wind,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/10/2016,30,18.5,24.5,29.4,18.5,24.3,13.8,53.6,0,0,0,,0,0,24.8,11,17.7,1012.7,32.6,7.2,268.8,23.2,9,,2016-10-20T06:10:36,2016-10-20T17:57:57,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/10/2016,30.3,17,24.1,29,17,23.8,13.5,54.9,0,0,0,,0,0,26.6,9.5,45.7,1012.9,25.9,6.4,264.7,22.8,10,,2016-10-21T06:10:46,2016-10-21T17:57:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/10/2016,29.9,17,24,28.7,17,23.8,13.6,56.1,0,0,0,,0,0,28.1,11.2,356.2,1014.1,34.1,6.6,270.9,23.2,10,,2016-10-22T06:10:57,2016-10-22T17:56:58,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/10/2016,28.1,17,23.1,27.5,17,23,12.8,54.7,0,0,0,,0,0,25.9,11,4.3,1015.1,24.9,6.9,260.2,22.3,9,,2016-10-23T06:11:08,2016-10-23T17:56:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/10/2016,30,17,23.8,28.9,17,23.6,12.8,53,0,0,0,,0,0,25.2,14.5,336.7,1014.7,27,6.9,258.3,22.3,10,,2016-10-24T06:11:20,2016-10-24T17:56:02,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/10/2016,30,18.5,24.5,29.1,18.5,24.3,13.5,52.3,0,0,0,,0,0,48.2,9.3,24.5,1013.8,49.5,6.2,256.9,22.1,9,,2016-10-25T06:11:33,2016-10-25T17:55:35,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/10/2016,29.9,17.9,24,28.9,17.9,23.8,13.3,53.4,0,0,0,,0,0,24.5,11,63.1,1014,26.8,6.5,259.5,22.5,9,,2016-10-26T06:11:46,2016-10-26T17:55:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/10/2016,30,17.5,24.2,29.1,17.5,24,13.2,53,0,0,0,,0,0,27.7,14.5,19.6,1015.2,18.1,7,217.9,18.9,8,,2016-10-27T06:12:00,2016-10-27T17:54:44,0.88,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/10/2016,30.9,18.5,24.8,29.6,18.5,24.5,10.9,43.4,0,0,0,,0,0,25.2,11.1,10.5,1014.5,34.9,7.6,228,19.7,8,,2016-10-28T06:12:14,2016-10-28T17:54:20,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/10/2016,31,18,25.1,29.6,18,24.6,11.6,45.5,0,0,0,,0,0,28.8,11.2,345.7,1014.5,38.9,7.5,243.9,21,9,,2016-10-29T06:12:29,2016-10-29T17:53:57,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/10/2016,30.1,20.5,24.8,29.8,20.5,24.9,17.6,66.7,0.1,100,4.17,rain,0,0,31.3,14.7,64.3,1014.9,47.1,7.4,208.1,17.9,8,,2016-10-30T06:12:45,2016-10-30T17:53:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/10/2016,29.9,19.5,24.4,30.3,19.5,24.5,18.3,71.2,0.4,100,16.67,rain,0,0,32.8,17.8,86.5,1016.8,53.7,6.9,192.3,16.5,7,,2016-10-31T06:13:01,2016-10-31T17:53:13,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/11/2016,29.8,20.9,24,30.7,20.9,24.2,18.7,74.2,1.024,100,8.33,rain,0,0,46.4,17.9,79.5,1016.4,65.5,7.3,173.6,15,7,,2016-11-01T06:13:18,2016-11-01T17:52:53,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/11/2016,29,19,23.7,29.2,19,23.8,18,72.3,1.2,100,16.67,rain,0,0,37.4,18.2,64.6,1015.8,51.1,7,198.9,17,7,,2016-11-02T06:13:36,2016-11-02T17:52:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/11/2016,30,20,24.8,30,20,24.8,17.4,66.8,0,0,0,,0,0,36.4,18.3,50.7,1015.3,40.3,7.1,227.3,19.6,8,,2016-11-03T06:13:54,2016-11-03T17:52:15,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/11/2016,30.4,19,24.8,29.5,19,24.6,15.3,59.8,0,0,0,,0,0,32.4,14.8,339.6,1014.1,25.9,7,244.8,21.1,9,,2016-11-04T06:14:13,2016-11-04T17:51:58,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/11/2016,30.3,18.5,24.5,29.1,18.5,24.2,12.9,50.9,0,0,0,,0,0,32,18.3,298.9,1014.1,24.5,7.6,252.8,22,9,,2016-11-05T06:14:32,2016-11-05T17:51:42,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/11/2016,30.3,17,23.8,29,17,23.5,11.9,49.7,0,0,0,,0,0,27,12.8,303.2,1014.8,28.3,8,262.8,22.6,9,,2016-11-06T06:14:52,2016-11-06T17:51:27,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/11/2016,29.9,17.5,23.7,28.7,17.5,23.5,12.5,51.9,0,0,0,,0,0,29.5,12.8,17,1016.1,31.3,7.2,224.9,19.3,8,,2016-11-07T06:15:13,2016-11-07T17:51:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/11/2016,29.9,16,23.2,28.5,16,22.9,11.6,52.5,0,0,0,,0,0,90.7,14.4,54.2,1016.5,12.9,6.7,263.2,22.7,9,,2016-11-08T06:15:34,2016-11-08T17:51:00,0.25,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/11/2016,28,15.5,22.1,27.1,15.5,22,11.8,57.4,0,0,0,,0,0,48.2,14.6,73,1017.2,21.5,6.6,264.5,22.9,9,,2016-11-09T06:15:56,2016-11-09T17:50:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/11/2016,28,14,22.1,27.1,14,21.9,10.8,52.9,0,0,0,,0,0,24.1,11,62.4,1016.8,8.6,6.4,262.3,22.6,9,,2016-11-10T06:16:19,2016-11-10T17:50:37,0.35,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/11/2016,29,15,22.2,27.9,15,22.1,11.9,55.3,0,0,0,,0,0,20.9,10.8,98.2,1015.9,10.6,7.2,256.3,22.2,9,,2016-11-11T06:16:42,2016-11-11T17:50:27,0.39,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
